epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,686.862,1.55046,2.25088,1.24651,0.96925,0.94638,0.96496,0.72376,0.83476,1.16992,0.88967,0.000663946,0.000663946,0.000663946
