epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,627.775,0.85075,0.9733,0.89518,0.9616,0.96039,0.97003,0.72862,0.84689,0.90606,0.87658,0.000663946,0.000663946,0.000663946
