epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1158.21,0.95228,1.65485,0.94144,0.98226,0.95556,0.97191,0.74451,0.82806,1.19667,0.88889,0.000663946,0.000663946,0.000663946
